Sample ID,Nucleic Acid Conc.,Weight (mg),DNA concentration
Fa1a,137.33333333333334,21.899999999999995,2508.3713850837144
Fa1b,3.233333333333333,0.6999999999999998,1847.619047619048
Fa2a,187.5,24.399999999999995,3073.770491803279
Fa2b,7.566666666666666,1.5,2017.7777777777776
Fp1a,22.400000000000002,0.5,17920.0
NA4,36.76666666666667,24.100000000000005,610.2351313969572
